信息：Artifact:rup_usecase_package: 171 mini seconds publishing element
信息：Example:csps_rose_model: 110 mini seconds publishing element
信息：Example:csps_use_case_model_survey_-_inception_phase: 203 mini seconds publishing element
信息：Guideline:include-relationship: 172 mini seconds publishing element
信息：Guideline:actor-generalization: 94 mini seconds publishing element
信息：Guideline:extend-relationship: 250 mini seconds publishing element
信息：Guideline:use-case_diagram: 78 mini seconds publishing element
信息：Checklist:use-case_model: 125 mini seconds publishing element
信息：Guideline:use-case_model: 406 mini seconds publishing element
信息：Guideline:use-case_generalization: 125 mini seconds publishing element
信息：Guideline:communicate-association: 281 mini seconds publishing element
信息：Example:csps_vision_-_inception_phase: 110 mini seconds publishing element
信息：Template:vision_template_informal: 156 mini seconds publishing element
信息：Checklist:vision: 94 mini seconds publishing element
信息：Artifact:rup_change_request: 203 mini seconds publishing element
信息：Role:rup_change_manager: 250 mini seconds publishing element
信息：Concept:change_request_management: 438 mini seconds publishing element
信息：Artifact:rup_review_record: 172 mini seconds publishing element
信息：Role:rup_review_manager: 140 mini seconds publishing element
信息：Guideline:review_record_informal_representation: 63 mini seconds publishing element
信息：Guideline:review_levels: 94 mini seconds publishing element
信息：Guideline:reviews: 62 mini seconds publishing element
信息：CustomCategory:analyst_tool_mentors: 47 mini seconds publishing element
信息：Tool:rup_suite_analyst_studio: 47 mini seconds publishing element
信息：ToolMentor:manage_use_cases: 156 mini seconds publishing element
信息：ToolMentor:eliciting_stakeholder_requests: 63 mini seconds publishing element
信息：ToolMentor:manage_stakeholder_requests: 62 mini seconds publishing element
信息：Tool:rup_requisite_pro: 63 mini seconds publishing element
信息：ToolMentor:detail_use_case_reqpro: 78 mini seconds publishing element
信息：ToolMentor:manage_dependencies_tm: 172 mini seconds publishing element
信息：ToolMentor:elicit_stakeholder_requests_tm: 156 mini seconds publishing element
信息：ToolMentor:review_requirements_tm: 109 mini seconds publishing element
信息：ToolMentor:capture_common_vocabulary_tm: 78 mini seconds publishing element
信息：ToolMentor:develop_vision_tm: 47 mini seconds publishing element
信息：ToolMentor:setup_reqpro: 125 mini seconds publishing element
信息：ToolMentor:adding_templates_to_reqpro: 94 mini seconds publishing element
信息：ToolMentor:baseline_requirements: 63 mini seconds publishing element
信息：ToolMentor:archiving_requirements: 62 mini seconds publishing element
信息：ToolMentor:view_history_of_requirement: 31 mini seconds publishing element
信息：Tool:rup_rose_classic: 157 mini seconds publishing element
信息：ToolMentor:publishing_webbased_models: 93 mini seconds publishing element
信息：ToolMentor:find_actors_use_cases: 78 mini seconds publishing element
信息：ToolMentor:detail_use_case_rose: 79 mini seconds publishing element
信息：ToolMentor:structure_use_case_model_tm: 93 mini seconds publishing element
信息：ToolMentor:document_process_view: 78 mini seconds publishing element
信息：ToolMentor:document_deployment_model: 79 mini seconds publishing element
信息：: 1250 mini-second(s) publishing element ToolMentor:modeling_and_designing_databases[core.base_rup\guidances\toolmentors\modeling_and_designing_databases_C61A6907.html]
信息：ToolMentor:modeling_and_designing_databases: 1250 mini seconds publishing element
信息：ToolMentor:capture_results_use_case_analysis: 62 mini seconds publishing element
信息：ToolMentor:create_use_case_realization: 78 mini seconds publishing element
信息：ToolMentor:manage_class: 485 mini seconds publishing element
信息：ToolMentor:manage_collaboration_diagram: 93 mini seconds publishing element
信息：ToolMentor:manage_sequence_diagrams: 63 mini seconds publishing element
信息：ToolMentor:reverse_engineer_code: 78 mini seconds publishing element
信息：ToolMentor:manage_design_model: 94 mini seconds publishing element
信息：ToolMentor:manage_subsystems: 62 mini seconds publishing element
信息：ToolMentor:manage_interfaces: 63 mini seconds publishing element
信息：ToolMentor:generating_elements: 47 mini seconds publishing element
信息：ToolMentor:structure_impl_model: 46 mini seconds publishing element
信息：ToolMentor:setting_up_for_project: 79 mini seconds publishing element
信息：ToolMentor:accessing_clearcase: 78 mini seconds publishing element
信息：ToolMentor:comparing_merging_rose_models: 109 mini seconds publishing element
信息：Tool:rup_soda: 63 mini seconds publishing element
信息：ToolMentor:create_use_case_model_survey: 343 mini seconds publishing element
信息：ToolMentor:create_actor_report: 391 mini seconds publishing element
信息：ToolMentor:create_use_case_report: 109 mini seconds publishing element
信息：ToolMentor:create_sad: 125 mini seconds publishing element
信息：ToolMentor:create_use_case_real_report: 188 mini seconds publishing element
信息：ToolMentor:create_design_model_survey_report: 109 mini seconds publishing element
信息：ToolMentor:create_class_report: 47 mini seconds publishing element
信息：ToolMentor:create_package_report: 110 mini seconds publishing element
信息：Tool:rup_xde: 218 mini seconds publishing element
信息：ToolMentor:finding_actors_and_use_cases_rup_xde_uc: 78 mini seconds publishing element
信息：ToolMentor:detailing_a_use_case_rup_xde_uc: 94 mini seconds publishing element
信息：ToolMentor:structuring_the_use_case_model_rup_xde_uc: 63 mini seconds publishing element
信息：ToolMentor:managing_dependencies: 47 mini seconds publishing element
信息：ToolMentor:performing_architectural_analysis: 62 mini seconds publishing element
信息：ToolMentor:describing_run_time_architecture: 47 mini seconds publishing element
信息：ToolMentor:describing_distribution: 78 mini seconds publishing element
信息：ToolMentor:database_design: 250 mini seconds publishing element
信息：ToolMentor:reverse_engineering_db: 93 mini seconds publishing element
信息：ToolMentor:forward_engineering_db: 47 mini seconds publishing element
信息：ToolMentor:managing_db: 63 mini seconds publishing element
信息：ToolMentor:performing_use_case_analysis: 94 mini seconds publishing element
信息：ToolMentor:designing_use_cases: 110 mini seconds publishing element
信息：ToolMentor:class_design: 62 mini seconds publishing element
信息：ToolMentor:designing_subsystems: 63 mini seconds publishing element
信息：ToolMentor:identifying_design_elements: 46 mini seconds publishing element
信息：ToolMentor:identifying_design_mechanisms: 47 mini seconds publishing element
信息：ToolMentor:incorporating_existing_design_elements: 31 mini seconds publishing element
信息：ToolMentor:analyzing_runtime_behaviour: 63 mini seconds publishing element
信息：ToolMentor:implementing_design_elements: 156 mini seconds publishing element
信息：ToolMentor:structuring_the_implementation_model: 266 mini seconds publishing element
信息：ToolMentor:setting_up_for_a_project: 47 mini seconds publishing element
信息：CustomCategory:additional_resources: 63 mini seconds publishing element
信息：SupportingMaterial:rup_on_developerworks: 93 mini seconds publishing element
信息：SupportingMaterial:training_with_rational_university: 282 mini seconds publishing element
信息：CustomCategory:general: 62 mini seconds publishing element
信息：RoleSet:general_roles: 63 mini seconds publishing element
信息：Task:organize_review: 171 mini seconds publishing element
信息：Role:rup_reviewer: 141 mini seconds publishing element
信息：Task:conduct_review: 234 mini seconds publishing element
信息：Role:rup_technical_reviewer: 235 mini seconds publishing element
信息：Task:review_code: 78 mini seconds publishing element
信息：Task:review_the_architecture: 109 mini seconds publishing element
信息：Task:review_the_design: 547 mini seconds publishing element
信息：Role:rup_any_role: 985 mini seconds publishing element
信息：Task:submit_change_request: 109 mini seconds publishing element
信息：Whitepaper:the_ten_essentials_of_rup: 141 mini seconds publishing element
信息：CustomCategory:general_tasks: 62 mini seconds publishing element
信息：ToolMentor:display_artifacts: 31 mini seconds publishing element
信息：Guideline:software_architecture_document: 94 mini seconds publishing element
信息：CustomCategory:general_work_products: 94 mini seconds publishing element
信息：Artifact:rup_project_repository: 78 mini seconds publishing element
信息：Role:rup_configuration_manager: 359 mini seconds publishing element
信息：CustomCategory:general_tool_mentors: 63 mini seconds publishing element
信息：CustomCategory:manager: 62 mini seconds publishing element
信息：RoleSet:managers: 47 mini seconds publishing element
信息：Task:review_change_request: 203 mini seconds publishing element
信息：Task:confirm_duplicate_or_rejected_cr: 110 mini seconds publishing element
信息：: 1125 mini-second(s) publishing element Role:rup_management_reviewer[core.base_rup\roles\rup_management_reviewer_A0EA0D08.html]
信息：Role:rup_management_reviewer: 1140 mini seconds publishing element
信息：Task:iteration_plan_review: 157 mini seconds publishing element
信息：Task:iteration_evaluation_criteria_review: 172 mini seconds publishing element
信息：Task:project_approval_review: 94 mini seconds publishing element
信息：Task:project_planning_review: 187 mini seconds publishing element
信息：Task:setup_cm_environment: 235 mini seconds publishing element
信息：Whitepaper:content_management_using_the_rational_unified_process: 265 mini seconds publishing element
信息：Role:rup_system_administrator: 235 mini seconds publishing element
信息：Task:support_development: 78 mini seconds publishing element
信息：Artifact:rup_development_infrastructure: 156 mini seconds publishing element
信息：Concept:development_environment: 313 mini seconds publishing element
信息：: 1422 mini-second(s) publishing element Role:rup_project_manager[core.base_rup\roles\rup_project_manager_363CE680.html]
信息：Role:rup_project_manager: 1422 mini seconds publishing element
信息：Task:develop_iteration_plan: 266 mini seconds publishing element
信息：Task:initiate_iteration: 109 mini seconds publishing element
信息：Task:initiate_project: 94 mini seconds publishing element
信息：Task:schedule_and_assign_work: 234 mini seconds publishing element
信息：Task:define_project_organization_and_staffing: 219 mini seconds publishing element
信息：Task:develop_business_case: 172 mini seconds publishing element
信息：Task:report_status: 156 mini seconds publishing element
信息：Task:identify_and_assess_risks: 422 mini seconds publishing element
信息：Task:acquire_staff: 172 mini seconds publishing element
信息：Task:plan_phases_and_iterations: 266 mini seconds publishing element
信息：Task:assess_iteration: 203 mini seconds publishing element
信息：Artifact:rup_business_case: 218 mini seconds publishing element
信息：Artifact:rup_work_order: 141 mini seconds publishing element
信息：Artifact:rup_status_assessment: 109 mini seconds publishing element
信息：Artifact:rup_project_plan: 485 mini seconds publishing element
信息：Artifact:rup_iteration_plan: 281 mini seconds publishing element
信息：Artifact:rup_iteration_assessment: 156 mini seconds publishing element
信息：Artifact:rup_risk_list: 547 mini seconds publishing element
信息：Whitepaper:from_waterfall_to_iterative_lifecycle: 141 mini seconds publishing element
信息：Whitepaper:the_estimation_of_effort_based_on_use_cases: 203 mini seconds publishing element
信息：Concept:estimating_project_effort: 125 mini seconds publishing element
信息：CustomCategory:manager_disciplines: 78 mini seconds publishing element
信息：Discipline:rup_config_and_change_manage_discipline: 94 mini seconds publishing element
信息：CapabilityPattern:configuration_change_management: 812 mini seconds publishing element
信息：CapabilityPattern:configuration_change_management: 1844 mini seconds publishing process specific layout data
信息：SupportingMaterial:manage_change: 328 mini seconds publishing element
信息：Guideline:important_decisions_in_configuration_change_management: 110 mini seconds publishing element
信息：Concept:configuration_and_change_request_management: 265 mini seconds publishing element
信息：Discipline:rup_environment_discipline: 63 mini seconds publishing element
信息：CapabilityPattern:environment: 875 mini seconds publishing element
信息：CapabilityPattern:environment: 1031 mini seconds publishing process specific layout data
信息：Task:tailor_process_for_project: 156 mini seconds publishing element
信息：Task:launch_development_process: 110 mini seconds publishing element
信息：Concept:implementing_a_process_in_a_project: 390 mini seconds publishing element
信息：Concept:environment_practices: 94 mini seconds publishing element
信息：Discipline:rup_project_management_discipline: 156 mini seconds publishing element
信息：: 2328 mini-second(s) publishing element CapabilityPattern:project_management[core.base_rup\capabilitypatterns\project_management_FC6669AF.html]
信息：CapabilityPattern:project_management: 2328 mini seconds publishing element
信息：CapabilityPattern:project_management: 4109 mini seconds publishing process specific layout data
信息：Concept:organizational_context_for_the_rational_unified_process: 63 mini seconds publishing element
信息：Concept:iteration: 438 mini seconds publishing element
信息：Guideline:important_decisions_in_project_management: 328 mini seconds publishing element
信息：Concept:risk: 47 mini seconds publishing element
信息：CustomCategory:manager_work_products: 31 mini seconds publishing element
信息：Domain:configuration_&_change_management: 203 mini seconds publishing element
信息：Domain:environment: 187 mini seconds publishing element
信息：Artifact:rup_development_process: 141 mini seconds publishing element
信息：Role:rup_process_engineer: 140 mini seconds publishing element
信息：Domain:project_management: 235 mini seconds publishing element
信息：Example:csps_iteration_plan_-_construction_phase: 875 mini seconds publishing element
信息：Example:csps_iteration_plan_-_elaboration_phase: 140 mini seconds publishing element
信息：Example:csps_iteration_plan_-_inception_phase: 282 mini seconds publishing element
信息：Example:csps_iteration_plan_-_transition_phase: 187 mini seconds publishing element
信息：Template:iteration_plan_informal: 125 mini seconds publishing element
信息：Guideline:iteration_plan: 109 mini seconds publishing element
信息：: 1094 mini-second(s) publishing element Example:csps_iteration_assessment_-_elaboration_phase[core.informal_resources\guidances\examples\csps_iteration_assessment_-_elaboration_phase_71998C2B.html]
信息：Example:csps_iteration_assessment_-_elaboration_phase: 1094 mini seconds publishing element
信息：Guideline:iteration_assessment_informal_representation: 188 mini seconds publishing element
信息：Example:csps_risk_list_-_construction_phase: 250 mini seconds publishing element
信息：Example:csps_risk_list_-_elaboration_phase: 125 mini seconds publishing element
信息：Example:csps_risk_list_-_inception_phase: 93 mini seconds publishing element
信息：Guideline:risk_list_informal_representation: 266 mini seconds publishing element
信息：Guideline:risk_list: 63 mini seconds publishing element
信息：Guideline:work_order_informal_representation: 46 mini seconds publishing element
信息：Guideline:estimating_effort_using_the_wide-band_delphi_technique: 204 mini seconds publishing element
信息：Example:csps_software_development_plan_-_elaboration_phase: 187 mini seconds publishing element
信息：Template:software_development_plan_informal: 125 mini seconds publishing element
信息：Template:business_case_informal: 94 mini seconds publishing element
信息：Guideline:business_case: 62 mini seconds publishing element
信息：Example:csps_status_assessment_-_construction_phase: 438 mini seconds publishing element
信息：Guideline:status_assessment_informal_representation: 78 mini seconds publishing element
信息：CustomCategory:manager_tool_mentors: 47 mini seconds publishing element
信息：Tool:rup_project_console: 125 mini seconds publishing element
信息：ToolMentor:browse_artifacts: 78 mini seconds publishing element
信息：ToolMentor:browsing_rup_reports: 62 mini seconds publishing element
信息：Tool:rup_rational_method_composer: 79 mini seconds publishing element
信息：ToolMentor:creating_method_configuration_rmc: 31 mini seconds publishing element
信息：ToolMentor:creating_method_plugin_rmc: 47 mini seconds publishing element
信息：ToolMentor:developing_processes_rmc: 47 mini seconds publishing element
信息：ToolMentor:developing_method_content_rmc: 46 mini seconds publishing element
信息：ToolMentor:navigating_method_content_rmc: 32 mini seconds publishing element
信息：ToolMentor:exporting_processes_rmc: 62 mini seconds publishing element
信息：ToolMentor:publishing_method_configuration_rmc: 47 mini seconds publishing element
信息：CustomCategory:developer: 125 mini seconds publishing element
信息：RoleSet:developers: 47 mini seconds publishing element
信息：Role:rup_integrator: 250 mini seconds publishing element
信息：Task:plan_subsystem_integration: 172 mini seconds publishing element
信息：Task:plan_system_integration: 250 mini seconds publishing element
信息：Task:integrate_subsystem: 109 mini seconds publishing element
信息：Task:integrate_system: 125 mini seconds publishing element
信息：Artifact:rup_build: 188 mini seconds publishing element
信息：Artifact:rup_integration_build_plan: 109 mini seconds publishing element
信息：Concept:development_and_integration_workspaces: 110 mini seconds publishing element
信息：Concept:software_integration: 47 mini seconds publishing element
信息：: 1468 mini-second(s) publishing element Role:rup_software_architect[core.base_rup\roles\rup_software_architect_DB0BF177.html]
信息：Role:rup_software_architect: 1468 mini seconds publishing element
信息：Task:architectural_analysis: 313 mini seconds publishing element
信息：Task:incorporate_design_elements: 156 mini seconds publishing element
信息：Task:describe_distribution: 188 mini seconds publishing element
信息：Task:describe_runtime_architecture: 656 mini seconds publishing element
信息：Task:construct_arch_proof: 125 mini seconds publishing element
信息：Task:structure_implementation_model: 297 mini seconds publishing element
信息：Task:identify_design_elements: 547 mini seconds publishing element
信息：Task:identify_design_mechanisms: 218 mini seconds publishing element
信息：Task:assess_viability_of_proof: 141 mini seconds publishing element
信息：Artifact:rup_architectural_proof_of_concept: 63 mini seconds publishing element
信息：Artifact:rup_analysis_model: 171 mini seconds publishing element
信息：Artifact:rup_implementation_model: 344 mini seconds publishing element
信息：Artifact:rup_reference_architecture: 219 mini seconds publishing element
信息：Artifact:rup_design_model: 937 mini seconds publishing element
信息：Artifact:rup_software_architecture_document: 266 mini seconds publishing element
信息：Artifact:rup_deployment_model: 343 mini seconds publishing element
信息：Whitepaper:layering_strategies: 172 mini seconds publishing element
信息：Concept:web_architecture_patterns: 235 mini seconds publishing element
信息：Concept:events_and_signals: 109 mini seconds publishing element
信息：Concept:layering: 94 mini seconds publishing element
信息：Concept:distribution_patterns: 140 mini seconds publishing element
信息：Concept:prototypes: 110 mini seconds publishing element
信息：Concept:concurrency: 359 mini seconds publishing element
信息：Guideline:statechart_diagram: 406 mini seconds publishing element
信息：Concept:design_and_implementation_mechanisms: 469 mini seconds publishing element
信息：Concept:software_architecture: 281 mini seconds publishing element
信息：Role:rup_designer: 344 mini seconds publishing element
信息：Task:subsystem_design: 360 mini seconds publishing element
信息：Task:use_case_analysis: 406 mini seconds publishing element
信息：Task:use_case_design: 578 mini seconds publishing element
信息：Task:class_design: 453 mini seconds publishing element
信息：Artifact:rup_analysis_class: 703 mini seconds publishing element
信息：Artifact:rup_use_case_realization: 203 mini seconds publishing element
信息：Artifact:rup_design_package: 110 mini seconds publishing element
信息：Artifact:rup_design_subsystem: 140 mini seconds publishing element
信息：Artifact:rup_design_class: 157 mini seconds publishing element
信息：Whitepaper:developing_large-scale_systems_with_the_rational_unified_process: 265 mini seconds publishing element
信息：Whitepaper:rup_xp_guidelines_test-first_design_and_refactoring: 125 mini seconds publishing element
信息：Guideline:association: 235 mini seconds publishing element
信息：Checklist:analysis_class: 62 mini seconds publishing element
信息：Guideline:interface: 94 mini seconds publishing element
信息：Guideline:generalization: 219 mini seconds publishing element
信息：Guideline:use-case-analysis_workshop: 218 mini seconds publishing element
信息：Checklist:use-case_realization: 79 mini seconds publishing element
信息：Guideline:use-case_realization: 93 mini seconds publishing element
信息：Guideline:class_diagram: 78 mini seconds publishing element
信息：Guideline:aggregation: 204 mini seconds publishing element
信息：Checklist:design_package: 78 mini seconds publishing element
信息：Guideline:design_package: 187 mini seconds publishing element
信息：Checklist:design_subsystem: 94 mini seconds publishing element
信息：Guideline:design_subsystem: 172 mini seconds publishing element
信息：Checklist:design_class: 62 mini seconds publishing element
信息：Guideline:design_class: 172 mini seconds publishing element
信息：Guideline:subscribe-association: 188 mini seconds publishing element
信息：Role:rup_implementer: 218 mini seconds publishing element
信息：Task:analyze_runtime_behavior: 94 mini seconds publishing element
信息：Task:implement_developer_test: 219 mini seconds publishing element
信息：Task:implement_component: 125 mini seconds publishing element
信息：Task:perform_developer_test: 172 mini seconds publishing element
信息：Artifact:rup_implementation_element: 156 mini seconds publishing element
信息：Artifact:rup_implementation_subsystem: 109 mini seconds publishing element
信息：Artifact:rup_developer_test: 79 mini seconds publishing element
信息：Whitepaper:rup_xp_guidelines_pair_programming: 93 mini seconds publishing element
信息：Concept:mapping_from_design_to_code: 110 mini seconds publishing element
信息：Concept:developer_testing: 156 mini seconds publishing element
信息：Concept:runtime_observation_analysis: 47 mini seconds publishing element
信息：Role:rup_database_designer: 109 mini seconds publishing element
信息：Task:database_design: 187 mini seconds publishing element
信息：Artifact:rup_data_model: 187 mini seconds publishing element
信息：Concept:relational_databases_and_object_orientation: 110 mini seconds publishing element
信息：Concept:conceptual_data_modeling: 140 mini seconds publishing element
信息：Concept:normalization: 63 mini seconds publishing element
信息：Role:rup_user_interface_designer: 219 mini seconds publishing element
信息：Task:prototype_user_interface: 93 mini seconds publishing element
信息：Task:design_user_interface: 141 mini seconds publishing element
信息：Artifact:rup_navmap: 141 mini seconds publishing element
信息：Artifact:rup_user_interface_prototype: 203 mini seconds publishing element
信息：Concept:representing_graphical_user-interfaces: 62 mini seconds publishing element
信息：CustomCategory:developer_disciplines: 32 mini seconds publishing element
信息：Discipline:rup_analysis_design_discipline: 156 mini seconds publishing element
信息：: 2422 mini-second(s) publishing element CapabilityPattern:analysis_design[core.base_rup\capabilitypatterns\analysis_design_49725AC4.html]
信息：CapabilityPattern:analysis_design: 2422 mini seconds publishing element
信息：CapabilityPattern:analysis_design: 3812 mini seconds publishing process specific layout data
信息：SupportingMaterial:model_visually_uml: 94 mini seconds publishing element
信息：Guideline:important_decisions_in_analysis_design: 94 mini seconds publishing element
信息：Concept:component: 109 mini seconds publishing element
信息：SupportingMaterial:use_component_architectures: 78 mini seconds publishing element
信息：Discipline:rup_implementation_discipline: 78 mini seconds publishing element
信息：: 1313 mini-second(s) publishing element CapabilityPattern:implementation[core.base_rup\capabilitypatterns\implementation_8FF0AAD4.html]
信息：CapabilityPattern:implementation: 1313 mini seconds publishing element
信息：CapabilityPattern:implementation: 2281 mini seconds publishing process specific layout data
信息：Guideline:important_decisions_in_implementation: 63 mini seconds publishing element
信息：CustomCategory:developer_work_products: 62 mini seconds publishing element
信息：Domain:analysis_and_design: 125 mini seconds publishing element
信息：Example:csps_navigation_map_-_inception_phase: 297 mini seconds publishing element
信息：Guideline:user_interface_general: 94 mini seconds publishing element
信息：Concept:analysis_mechanisms: 109 mini seconds publishing element
信息：Example:csps_software_architecture_document_-_elaboration_phase: 969 mini seconds publishing element
信息：Template:software_architecture_document_informal: 109 mini seconds publishing element
信息：Concept:implementation_view: 63 mini seconds publishing element
信息：Concept:process_view: 94 mini seconds publishing element
信息：Concept:use-case_view: 125 mini seconds publishing element
信息：Checklist:software_architecture_document: 78 mini seconds publishing element
信息：Concept:logical_view: 109 mini seconds publishing element
信息：Concept:deployment_view: 63 mini seconds publishing element
信息：Artifact:rup_event: 93 mini seconds publishing element
信息：Artifact:rup_signal: 94 mini seconds publishing element
信息：Artifact:rup_interface: 141 mini seconds publishing element
信息：Guideline:layering: 78 mini seconds publishing element
信息：Guideline:concurrency: 125 mini seconds publishing element
信息：Guideline:sequence_diagram: 531 mini seconds publishing element
信息：Concept:structured_class: 344 mini seconds publishing element
信息：Guideline:import_dependency_in_design: 94 mini seconds publishing element
信息：Checklist:design_model: 78 mini seconds publishing element
信息：Guideline:design_model: 140 mini seconds publishing element
信息：Guideline:communication_diagram: 125 mini seconds publishing element
信息：Guideline:representing_interfaces_to_external_systems: 63 mini seconds publishing element
信息：Guideline:reverse-engineering_relational_databases: 250 mini seconds publishing element
信息：Checklist:data_model: 62 mini seconds publishing element
信息：Guideline:data_model: 563 mini seconds publishing element
信息：Guideline:forward-engineering_relational_databases: 203 mini seconds publishing element
信息：Domain:implementation: 63 mini seconds publishing element
信息：Example:csps_integration_build_plan_-_elaboration_phase: 171 mini seconds publishing element
信息：Guideline:unit_test: 47 mini seconds publishing element
信息：Concept:test-first_design: 157 mini seconds publishing element
信息：Guideline:import_dependency_in_implementation: 93 mini seconds publishing element
信息：Checklist:implementation_model: 94 mini seconds publishing element
信息：Guideline:implementation_model: 94 mini seconds publishing element
信息：Guideline:manifest_dependency: 62 mini seconds publishing element
信息：Guideline:component_diagram: 141 mini seconds publishing element
信息：CustomCategory:developer_tool_mentors: 125 mini seconds publishing element
信息：Tool:rup_quality_architect: 47 mini seconds publishing element
信息：ToolMentor:implement_auto_component_test: 47 mini seconds publishing element
信息：CustomCategory:production_and_support: 78 mini seconds publishing element
信息：RoleSet:production_support: 47 mini seconds publishing element
信息：Whitepaper:a_comparison_of_rup_and_xp: 125 mini seconds publishing element
信息：Whitepaper:using_the_rup_for_small_projects_expanding_upon_extreme_programming: 93 mini seconds publishing element
信息：Example:a_small_project_adopts_rup: 79 mini seconds publishing element
信息：Concept:mentoring: 62 mini seconds publishing element
信息：Concept:agile_practices_and_rup: 297 mini seconds publishing element
信息：CustomCategory:p_and_s_disciplines: 47 mini seconds publishing element
信息：CustomCategory:p_and_s_work_products: 47 mini seconds publishing element
信息：CustomCategory:p_and_s_tool_mentors: 62 mini seconds publishing element
信息：Tool:rup_administrator: 31 mini seconds publishing element
信息：ToolMentor:configure_projects: 47 mini seconds publishing element
信息：CustomCategory:getting_started: 360 mini seconds publishing element
信息：SupportingMaterial:introduction_to_rup: 140 mini seconds publishing element
信息：CustomCategory:key_business_driven_development_principles: 110 mini seconds publishing element
信息：Concept:adapt_process: 109 mini seconds publishing element
信息：Concept:balance_competing_stakeholder priorities: 47 mini seconds publishing element
信息：Concept:collaborate_across_teams: 31 mini seconds publishing element
信息：Concept:demonstrate_value_iteratively: 78 mini seconds publishing element
信息：Concept:elevate_level_abstraction: 63 mini seconds publishing element
信息：Concept:focus_continuously_quality: 62 mini seconds publishing element
信息：SupportingMaterial:process_essentials: 63 mini seconds publishing element
信息：CustomCategory:method_architecture_fundamentals: 172 mini seconds publishing element
信息：Concept:introduction_to_uma: 47 mini seconds publishing element
信息：Concept:uma_vs_rup: 78 mini seconds publishing element
信息：CustomCategory:method_concepts: 62 mini seconds publishing element
信息：CustomCategory:work_product: 63 mini seconds publishing element
信息：Concept:artifact: 31 mini seconds publishing element
信息：Concept:deliverable: 31 mini seconds publishing element
信息：Concept:outcome: 31 mini seconds publishing element
信息：Concept:role: 47 mini seconds publishing element
信息：Concept:task: 63 mini seconds publishing element
信息：CustomCategory:categories: 125 mini seconds publishing element
信息：Concept:discipline: 140 mini seconds publishing element
信息：Concept:custom_category: 110 mini seconds publishing element
信息：Concept:domain: 109 mini seconds publishing element
信息：Concept:role_set: 47 mini seconds publishing element
信息：Concept:tool: 31 mini seconds publishing element
信息：Concept:view: 47 mini seconds publishing element
信息：Concept:work_product_kind: 31 mini seconds publishing element
信息：CustomCategory:guidance: 78 mini seconds publishing element
信息：Concept:checklist: 31 mini seconds publishing element
信息：Concept:concept: 47 mini seconds publishing element
信息：Concept:example: 32 mini seconds publishing element
信息：Concept:guideline: 31 mini seconds publishing element
信息：Concept:practice: 47 mini seconds publishing element
信息：Concept:report: 31 mini seconds publishing element
信息：Concept:reusable_asset: 31 mini seconds publishing element
信息：Concept:roadmap: 31 mini seconds publishing element
信息：Concept:supporting_material: 32 mini seconds publishing element
信息：Concept:template: 62 mini seconds publishing element
信息：Concept:term_definition: 31 mini seconds publishing element
信息：Concept:tool_mentor: 31 mini seconds publishing element
信息：Concept:white_paper: 32 mini seconds publishing element
信息：CustomCategory:process_concepts: 31 mini seconds publishing element
信息：Concept:activity: 94 mini seconds publishing element
信息：Concept:capability_pattern: 78 mini seconds publishing element
信息：Concept:delivery_process: 62 mini seconds publishing element
信息：Concept:descriptor: 78 mini seconds publishing element
信息：CustomCategory:organizational_concepts: 63 mini seconds publishing element
信息：Concept:method_library: 47 mini seconds publishing element
信息：Concept:method_plugin: 31 mini seconds publishing element
信息：Concept:configuration: 47 mini seconds publishing element
信息：CustomCategory:method_package: 47 mini seconds publishing element
信息：Concept:process_package: 47 mini seconds publishing element
信息：Concept:content_package: 62 mini seconds publishing element
信息：CustomCategory:conceptual_road_maps: 78 mini seconds publishing element
信息：Concept:developing_component_solutions: 109 mini seconds publishing element
信息：Concept:developing_e-business_solutions: 860 mini seconds publishing element
信息：Concept:usability_engineering: 328 mini seconds publishing element
信息：Concept:tailoring_rup: 78 mini seconds publishing element
信息：Concept:tailoring_a_process_for_a_small_project: 47 mini seconds publishing element
信息：CustomCategory:supporting_process_with_tools: 78 mini seconds publishing element
信息：SupportingMaterial:tool_specific_guidance: 78 mini seconds publishing element
信息：SupportingMaterial:configurable_process: 78 mini seconds publishing element
信息：CustomCategory:uml_basics: 47 mini seconds publishing element
信息：SupportingMaterial:differences_between_uml_1_x_and_uml_2_0: 422 mini seconds publishing element
信息：CustomCategory:references: 141 mini seconds publishing element
信息：SupportingMaterial:references_notes: 46 mini seconds publishing element
信息：CustomCategory:team: 329 mini seconds publishing element
信息：SupportingMaterial:welcome: 187 mini seconds publishing element
信息：CustomCategory:rup_lifecycle: 297 mini seconds publishing element
信息：CustomCategory:inception: 47 mini seconds publishing element
信息：: 2515 mini-second(s) publishing element CapabilityPattern:inception_iteration[core.base_rup\capabilitypatterns\inception_iteration_292CC16E.html]
信息：CapabilityPattern:inception_iteration: 2515 mini seconds publishing element
信息：CapabilityPattern:inception_iteration: 5313 mini seconds publishing process specific layout data
信息：Activity:plan_entire_project: 922 mini seconds publishing element
信息：Activity:manage_the_scope_of_the_system: 890 mini seconds publishing element
信息：: 1141 mini-second(s) publishing element Activity:define_the_system[core.base_rup\capabilitypatterns\define_the_system_1521E798.html]
信息：Activity:define_the_system: 1141 mini seconds publishing element
信息：: 1094 mini-second(s) publishing element Activity:perform_architectural_synthesis[core.base_rup\capabilitypatterns\perform_architectural_synthesis_D272DEA7.html]
